,item
18456,sweet spreads
18457,domestic eggs
18458,oil
18459,rolls/buns
18460,pastry
18461,sugar
18462,white wine
18463,soda
18464,napkins
18465,other vegetables
18466,fruit/vegetable juice
18467,pip fruit
18468,rolls/buns
18469,rolls/buns
18470,citrus fruit
18471,sliced cheese
18472,whole milk
18473,other vegetables
18474,condensed milk
18475,shopping bags
18476,whipped/sour cream
18477,newspapers
18478,whipped/sour cream
18479,other vegetables
18480,whole milk
18481,coffee
18482,whipped/sour cream
18483,white wine
18484,yogurt
18485,whipped/sour cream
18486,sugar
18487,chewing gum
18488,butter
18489,whipped/sour cream
18490,root vegetables
18491,beverages
18492,cream cheese 
18493,dog food
18494,UHT-milk
18495,specialty fat
18496,canned beer
18497,berries
18498,semi-finished bread
18499,rolls/buns
18500,pastry
18501,cat food
18502,shopping bags
18503,citrus fruit
18504,photo/film
18505,root vegetables
18506,male cosmetics
18507,whole milk
18508,coffee
18509,yogurt
18510,other vegetables
18511,rolls/buns
18512,canned fish
18513,onions
18514,rolls/buns
18515,pip fruit
18516,house keeping products
18517,rolls/buns
18518,brown bread
18519,tropical fruit
18520,yogurt
18521,specialty chocolate
18522,female sanitary products
18523,rolls/buns
18524,sliced cheese
18525,other vegetables
18526,hard cheese
18527,sliced cheese
18528,canned beer
18529,seasonal products
18530,domestic eggs
18531,pip fruit
18532,bottled beer
18533,soda
18534,whole milk
18535,newspapers
18536,other vegetables
18537,whole milk
18538,yogurt
18539,tropical fruit
18540,other vegetables
18541,newspapers
18542,herbs
18543,white bread
18544,pip fruit
18545,soda
18546,beverages
18547,whole milk
18548,mayonnaise
18549,shopping bags
18550,whole milk
18551,root vegetables
18552,whole milk
18553,root vegetables
18554,butter milk
18555,rolls/buns
18556,whole milk
18557,tropical fruit
18558,soda
18559,margarine
18560,pickled vegetables
18561,butter milk
18562,grapes
18563,other vegetables
18564,curd
18565,soda
18566,other vegetables
18567,liquor
18568,margarine
18569,other vegetables
18570,mayonnaise
18571,rolls/buns
18572,sugar
18573,whole milk
18574,other vegetables
18575,onions
18576,yogurt
18577,pip fruit
18578,tropical fruit
18579,butter milk
18580,bottled water
18581,whole milk
18582,root vegetables
18583,fruit/vegetable juice
18584,whole milk
18585,whipped/sour cream
18586,baking powder
18587,red/blush wine
18588,curd
18589,pastry
18590,sliced cheese
18591,salty snack
18592,pastry
18593,specialty bar
18594,pasta
18595,yogurt
18596,pip fruit
18597,domestic eggs
18598,other vegetables
18599,pot plants
18600,bottled water
18601,rolls/buns
18602,hard cheese
18603,butter
18604,napkins
18605,soda
18606,whole milk
18607,whole milk
18608,butter milk
18609,soda
18610,pip fruit
18611,white wine
18612,shopping bags
18613,soda
18614,whole milk
18615,misc. beverages
18616,pastry
18617,newspapers
18618,dessert
18619,whole milk
18620,napkins
18621,tropical fruit
18622,seasonal products
18623,bottled water
18624,misc. beverages
18625,rolls/buns
18626,pip fruit
18627,soda
18628,rolls/buns
18629,tropical fruit
18630,rolls/buns
18631,root vegetables
18632,zwieback
18633,bottled beer
18634,newspapers
18635,coffee
18636,yogurt
18637,whole milk
18638,processed cheese
18639,domestic eggs
18640,pip fruit
18641,rolls/buns
18642,butter
18643,curd
18644,popcorn
18645,yogurt
18646,other vegetables
18647,frozen vegetables
18648,zwieback
18649,whole milk
18650,oil
18651,soda
18652,bottled water
18653,whole milk
18654,whole milk
18655,margarine
18656,ice cream
18657,butter
18658,other vegetables
18659,whole milk
18660,pastry
18661,dish cleaner
18662,pip fruit
18663,butter milk
18664,whole milk
18665,cream cheese 
18666,whole milk
18667,whipped/sour cream
18668,domestic eggs
18669,rolls/buns
18670,beef
18671,soda
18672,root vegetables
18673,other vegetables
18674,coffee
18675,domestic eggs
18676,rolls/buns
18677,newspapers
18678,pasta
18679,yogurt
18680,sliced cheese
18681,citrus fruit
18682,frozen potato products
18683,soda
18684,rolls/buns
18685,whipped/sour cream
18686,frozen dessert
18687,pot plants
18688,whole milk
18689,turkey
18690,frozen vegetables
18691,citrus fruit
18692,root vegetables
18693,yogurt
18694,sliced cheese
18695,specialty bar
18696,root vegetables
18697,yogurt
18698,curd
18699,root vegetables
18700,tropical fruit
18701,other vegetables
18702,dessert
18703,whole milk
18704,long life bakery product
18705,soda
18706,semi-finished bread
18707,pot plants
18708,meat
18709,spread cheese
18710,whole milk
18711,whole milk
18712,whole milk
18713,whole milk
18714,brown bread
18715,root vegetables
18716,pastry
18717,whole milk
18718,whole milk
18719,butter
18720,yogurt
18721,bottled water
18722,chocolate
18723,napkins
18724,Instant food products
18725,brown bread
18726,specialty cheese
18727,other vegetables
18728,fruit/vegetable juice
18729,shopping bags
18730,fruit/vegetable juice
18731,curd
18732,bottled beer
18733,sugar
18734,bottled beer
18735,frozen vegetables
18736,specialty chocolate
18737,yogurt
18738,other vegetables
18739,fish
18740,whole milk
18741,whole milk
18742,specialty chocolate
18743,waffles
18744,soda
18745,bottled beer
18746,soda
18747,soda
18748,butter
18749,soda
18750,pastry
18751,whole milk
18752,onions
18753,frozen meals
18754,fruit/vegetable juice
18755,beef
18756,white bread
18757,pip fruit
18758,bottled water
18759,yogurt
18760,whipped/sour cream
18761,cream cheese 
18762,fruit/vegetable juice
18763,ketchup
18764,bottled water
18765,dessert
18766,other vegetables
18767,fruit/vegetable juice
18768,other vegetables
18769,citrus fruit
18770,fruit/vegetable juice
18771,bottled water
18772,oil
18773,pastry
18774,whipped/sour cream
18775,other vegetables
18776,waffles
18777,chicken
18778,whole milk
18779,bottled water
18780,onions
18781,fruit/vegetable juice
18782,specialty bar
18783,soda
18784,yogurt
18785,yogurt
18786,beef
18787,seasonal products
18788,shopping bags
18789,pastry
18790,soda
18791,berries
18792,yogurt
18793,long life bakery product
18794,whipped/sour cream
18795,domestic eggs
18796,pet care
18797,shopping bags
18798,spread cheese
18799,white bread
18800,chocolate marshmallow
18801,dessert
18802,whole milk
18803,other vegetables
18804,other vegetables
18805,white wine
18806,beverages
18807,baking powder
18808,white bread
18809,rolls/buns
18810,pip fruit
18811,whole milk
18812,whipped/sour cream
18813,sweet spreads
18814,soda
18815,baking powder
18816,whole milk
18817,soft cheese
18818,canned fish
18819,candy
18820,newspapers
18821,coffee
18822,brown bread
18823,dish cleaner
18824,soda
18825,other vegetables
18826,whole milk
18827,chocolate
18828,rolls/buns
18829,pastry
18830,whole milk
18831,whipped/sour cream
18832,other vegetables
18833,rolls/buns
18834,other vegetables
18835,other vegetables
18836,finished products
18837,yogurt
18838,soft cheese
18839,whipped/sour cream
18840,soda
18841,bottled beer
18842,curd
18843,yogurt
18844,sweet spreads
18845,canned beer
18846,rolls/buns
18847,yogurt
18848,other vegetables
18849,Instant food products
18850,whole milk
18851,other vegetables
18852,pip fruit
18853,root vegetables
18854,citrus fruit
18855,other vegetables
18856,cake bar
18857,soda
18858,curd
18859,soda
18860,other vegetables
18861,other vegetables
18862,chocolate
18863,other vegetables
18864,other vegetables
18865,whole milk
18866,tropical fruit
18867,pip fruit
18868,beverages
18869,frozen vegetables
18870,bottled water
18871,pip fruit
18872,frozen meals
18873,ice cream
18874,bottled water
18875,napkins
18876,domestic eggs
18877,whole milk
18878,citrus fruit
18879,newspapers
18880,whole milk
18881,curd
18882,onions
18883,tropical fruit
18884,waffles
18885,pastry
18886,yogurt
18887,canned fish
18888,coffee
18889,specialty cheese
18890,butter
18891,sliced cheese
18892,whole milk
18893,yogurt
18894,meat spreads
18895,specialty cheese
18896,herbs
18897,tropical fruit
18898,margarine
18899,soda
18900,hard cheese
18901,butter milk
18902,brown bread
18903,bottled beer
18904,whipped/sour cream
18905,white wine
18906,whole milk
18907,whole milk
18908,waffles
18909,hard cheese
18910,specialty chocolate
18911,citrus fruit
18912,whipped/sour cream
18913,frozen vegetables
18914,sliced cheese
18915,root vegetables
18916,yogurt
18917,pip fruit
18918,other vegetables
18919,shopping bags
18920,other vegetables
18921,pasta
18922,whole milk
18923,white bread
18924,rolls/buns
18925,pudding powder
18926,hygiene articles
18927,bottled beer
18928,whipped/sour cream
18929,yogurt
18930,dessert
18931,UHT-milk
18932,salty snack
18933,misc. beverages
18934,dessert
18935,pip fruit
18936,whole milk
18937,liquor (appetizer)
18938,oil
18939,hard cheese
18940,butter milk
18941,pasta
18942,whole milk
18943,cling film/bags
18944,frozen vegetables
18945,rolls/buns
18946,tropical fruit
18947,pastry
18948,whipped/sour cream
18949,other vegetables
18950,other vegetables
18951,yogurt
18952,fruit/vegetable juice
18953,cat food
18954,brown bread
18955,bottled water
18956,root vegetables
18957,root vegetables
18958,whole milk
18959,yogurt
18960,rolls/buns
18961,soda
18962,flour
18963,root vegetables
18964,bottled water
18965,berries
18966,sugar
18967,other vegetables
18968,meat
18969,bottled water
18970,other vegetables
18971,hygiene articles
18972,bottled water
18973,pip fruit
18974,soda
18975,spread cheese
18976,shopping bags
18977,whole milk
18978,whipped/sour cream
18979,frozen vegetables
18980,domestic eggs
18981,berries
18982,oil
18983,bottled beer
18984,napkins
18985,salt
18986,rolls/buns
18987,soda
18988,bottled water
18989,bottled beer
18990,bottled water
18991,other vegetables
18992,herbs
18993,bottled beer
18994,other vegetables
18995,brown bread
18996,specialty bar
18997,canned beer
18998,long life bakery product
18999,whole milk
19000,rolls/buns
19001,citrus fruit
19002,butter
19003,bottled water
19004,curd
19005,tropical fruit
19006,other vegetables
19007,pip fruit
19008,frozen potato products
19009,chicken
19010,soda
19011,chocolate
19012,other vegetables
19013,soda
19014,hamburger meat
19015,bottled water
19016,other vegetables
19017,butter milk
19018,flour
19019,rolls/buns
19020,onions
19021,napkins
19022,other vegetables
19023,bottled water
19024,canned beer
19025,shopping bags
19026,bottled beer
19027,white bread
19028,other vegetables
19029,yogurt
19030,canned beer
19031,spread cheese
19032,whole milk
19033,rolls/buns
19034,bottled water
19035,whipped/sour cream
19036,other vegetables
19037,white bread
19038,pip fruit
19039,shopping bags
19040,white bread
19041,spread cheese
19042,cling film/bags
19043,hard cheese
19044,chocolate
19045,whipped/sour cream
19046,pastry
19047,frozen dessert
19048,ice cream
19049,fruit/vegetable juice
19050,hard cheese
19051,coffee
19052,misc. beverages
19053,butter
19054,snack products
19055,other vegetables
19056,beverages
19057,hamburger meat
19058,frozen vegetables
19059,whole milk
19060,butter
19061,tropical fruit
19062,sugar
19063,rolls/buns
19064,brown bread
19065,chocolate marshmallow
19066,pastry
19067,whole milk
19068,candy
19069,whole milk
19070,rolls/buns
19071,chicken
19072,newspapers
19073,bottled water
19074,onions
19075,pastry
19076,UHT-milk
19077,beef
19078,whole milk
19079,pip fruit
19080,pastry
19081,tropical fruit
19082,hard cheese
19083,whole milk
19084,root vegetables
19085,newspapers
19086,brown bread
19087,soda
19088,UHT-milk
19089,whole milk
19090,tropical fruit
19091,yogurt
19092,root vegetables
19093,frozen vegetables
19094,root vegetables
19095,red/blush wine
19096,domestic eggs
19097,citrus fruit
19098,whole milk
19099,bottled water
19100,yogurt
19101,pip fruit
19102,rolls/buns
19103,whole milk
19104,brown bread
19105,meat spreads
19106,root vegetables
19107,liquor (appetizer)
19108,whole milk
19109,whole milk
19110,rolls/buns
19111,yogurt
19112,whole milk
19113,other vegetables
19114,specialty chocolate
19115,yogurt
19116,rolls/buns
19117,other vegetables
19118,root vegetables
19119,photo/film
19120,pip fruit
19121,bottled water
19122,pip fruit
19123,brown bread
19124,citrus fruit
19125,bottled beer
19126,pastry
19127,bottled beer
19128,newspapers
19129,whole milk
19130,candy
19131,frozen vegetables
19132,whole milk
19133,rolls/buns
19134,sugar
19135,domestic eggs
19136,onions
19137,rolls/buns
19138,pastry
19139,soda
19140,whole milk
19141,rolls/buns
19142,specialty cheese
19143,other vegetables
19144,whole milk
19145,dessert
19146,tropical fruit
19147,whole milk
19148,cat food
19149,butter
19150,pastry
19151,other vegetables
19152,white wine
19153,whole milk
19154,waffles
19155,rolls/buns
19156,fruit/vegetable juice
19157,pastry
19158,whole milk
19159,newspapers
19160,dishes
19161,beef
19162,dish cleaner
19163,UHT-milk
19164,root vegetables
19165,berries
19166,rolls/buns
19167,whole milk
19168,brandy
19169,whole milk
19170,canned beer
19171,yogurt
19172,margarine
19173,tropical fruit
19174,onions
19175,root vegetables
19176,white bread
19177,specialty bar
19178,rolls/buns
19179,margarine
19180,yogurt
19181,photo/film
19182,red/blush wine
19183,pip fruit
19184,rolls/buns
19185,brown bread
19186,other vegetables
19187,tropical fruit
19188,newspapers
19189,citrus fruit
19190,soda
19191,other vegetables
19192,beef
19193,soda
19194,root vegetables
19195,domestic eggs
19196,pork
19197,ice cream
19198,bottled beer
19199,misc. beverages
19200,misc. beverages
19201,margarine
19202,cream
19203,oil
19204,other vegetables
19205,rolls/buns
19206,other vegetables
19207,frozen vegetables
19208,pip fruit
19209,condensed milk
19210,pastry
19211,whole milk
19212,margarine
19213,herbs
19214,other vegetables
19215,bottled beer
19216,domestic eggs
19217,pip fruit
19218,whole milk
19219,frozen vegetables
19220,other vegetables
19221,butter
19222,beverages
19223,soda
19224,domestic eggs
19225,pasta
19226,whole milk
19227,whipped/sour cream
19228,newspapers
19229,root vegetables
19230,mustard
19231,flower (seeds)
19232,curd
19233,cream cheese 
19234,margarine
19235,frozen vegetables
19236,root vegetables
19237,other vegetables
19238,pasta
19239,chicken
19240,pasta
19241,sparkling wine
19242,shopping bags
19243,spread cheese
19244,dessert
19245,pork
19246,rolls/buns
19247,frozen vegetables
19248,beverages
19249,shopping bags
19250,soda
19251,other vegetables
19252,rolls/buns
19253,soda
19254,newspapers
19255,beverages
19256,frozen meals
19257,liquor
19258,pastry
19259,brown bread
19260,pip fruit
19261,bottled beer
19262,waffles
19263,salty snack
19264,whole milk
19265,rolls/buns
19266,salt
19267,rolls/buns
19268,newspapers
19269,root vegetables
19270,red/blush wine
19271,white wine
19272,specialty bar
19273,root vegetables
19274,pot plants
19275,long life bakery product
19276,yogurt
19277,decalcifier
19278,pasta
19279,rolls/buns
19280,canned beer
19281,rolls/buns
19282,other vegetables
19283,sugar
19284,rolls/buns
19285,white bread
19286,specialty chocolate
19287,spread cheese
19288,semi-finished bread
19289,other vegetables
19290,organic products
19291,bottled beer
19292,hard cheese
19293,frozen potato products
19294,bottled beer
19295,instant coffee
19296,canned vegetables
19297,other vegetables
19298,other vegetables
19299,candy
19300,citrus fruit
19301,liquor
19302,sugar
19303,tropical fruit
19304,tropical fruit
19305,oil
19306,coffee
19307,whole milk
19308,rolls/buns
19309,beef
19310,bottled water
19311,margarine
19312,domestic eggs
19313,pip fruit
19314,other vegetables
19315,root vegetables
19316,liquor
19317,processed cheese
19318,dessert
19319,processed cheese
19320,rolls/buns
19321,soda
19322,butter milk
19323,other vegetables
19324,whole milk
19325,whole milk
19326,salty snack
19327,tropical fruit
19328,whole milk
19329,packaged fruit/vegetables
19330,mustard
19331,whole milk
19332,curd
19333,ice cream
19334,other vegetables
19335,brown bread
19336,bottled beer
19337,waffles
19338,onions
19339,herbs
19340,whole milk
19341,frozen vegetables
19342,whole milk
19343,whole milk
19344,onions
19345,root vegetables
19346,rolls/buns
19347,pip fruit
19348,dessert
19349,other vegetables
19350,salty snack
19351,cake bar
19352,whole milk
19353,other vegetables
19354,yogurt
19355,yogurt
19356,roll products 
19357,other vegetables
19358,dessert
19359,snack products
19360,candy
19361,yogurt
19362,coffee
19363,other vegetables
19364,grapes
19365,rolls/buns
19366,whole milk
19367,citrus fruit
19368,nuts/prunes
19369,soft cheese
19370,frozen vegetables
19371,other vegetables
19372,cat food
19373,pip fruit
19374,margarine
19375,UHT-milk
19376,whole milk
19377,whole milk
19378,margarine
19379,specialty chocolate
19380,onions
19381,tropical fruit
19382,dental care
19383,pip fruit
19384,semi-finished bread
19385,frozen meals
19386,other vegetables
19387,ice cream
19388,herbs
19389,semi-finished bread
19390,rum
19391,dessert
19392,whole milk
19393,coffee
19394,soda
19395,mayonnaise
19396,tropical fruit
19397,tea
19398,butter milk
19399,yogurt
19400,bottled water
19401,other vegetables
19402,specialty bar
19403,butter
19404,whole milk
19405,tidbits
19406,brown bread
19407,pot plants
19408,shopping bags
19409,cream cheese 
19410,spread cheese
19411,berries
19412,soda
19413,root vegetables
19414,canned beer
19415,specialty bar
19416,oil
19417,pip fruit
19418,rolls/buns
19419,other vegetables
19420,pastry
19421,meat
19422,soda
19423,other vegetables
19424,bottled beer
19425,soda
19426,other vegetables
19427,yogurt
19428,yogurt
19429,root vegetables
19430,UHT-milk
19431,misc. beverages
19432,white bread
19433,specialty chocolate
19434,whole milk
19435,berries
19436,other vegetables
19437,roll products 
19438,yogurt
19439,rolls/buns
19440,liquor (appetizer)
19441,tropical fruit
19442,pet care
19443,margarine
19444,rolls/buns
19445,waffles
19446,pastry
19447,white wine
19448,tropical fruit
19449,margarine
19450,bottled beer
19451,beverages
19452,napkins
19453,vinegar
19454,cling film/bags
19455,rolls/buns
19456,pip fruit
19457,root vegetables
19458,whole milk
19459,root vegetables
19460,sliced cheese
19461,pork
19462,soda
19463,root vegetables
19464,grapes
19465,pork
19466,yogurt
19467,citrus fruit
19468,UHT-milk
19469,hamburger meat
19470,pip fruit
19471,bottled beer
19472,ice cream
19473,other vegetables
19474,whole milk
19475,rolls/buns
19476,root vegetables
19477,dishes
19478,whipped/sour cream
19479,sauces
19480,dessert
19481,semi-finished bread
19482,whipped/sour cream
19483,other vegetables
19484,root vegetables
19485,yogurt
19486,rolls/buns
19487,soda
19488,packaged fruit/vegetables
19489,roll products 
19490,yogurt
19491,long life bakery product
19492,herbs
19493,shopping bags
19494,fruit/vegetable juice
19495,sliced cheese
19496,other vegetables
19497,yogurt
19498,whole milk
19499,berries
19500,waffles
19501,yogurt
19502,specialty chocolate
19503,curd
19504,soda
19505,butter
19506,whole milk
19507,other vegetables
19508,canned fish
19509,other vegetables
19510,soda
19511,napkins
19512,UHT-milk
19513,other vegetables
19514,domestic eggs
19515,chicken
19516,condensed milk
19517,coffee
19518,white bread
19519,canned vegetables
19520,newspapers
19521,domestic eggs
19522,shopping bags
19523,whole milk
19524,specialty bar
19525,flour
19526,citrus fruit
19527,dishes
19528,yogurt
19529,other vegetables
19530,domestic eggs
19531,vinegar
19532,onions
19533,whole milk
19534,coffee
19535,cream cheese 
19536,whole milk
19537,root vegetables
19538,other vegetables
19539,packaged fruit/vegetables
19540,pip fruit
19541,soda
19542,detergent
19543,pip fruit
19544,rolls/buns
19545,bottled water
19546,beef
19547,semi-finished bread
19548,bottled water
19549,fruit/vegetable juice
19550,spread cheese
19551,ice cream
19552,coffee
19553,whole milk
19554,tropical fruit
19555,bottled beer
19556,ham
19557,packaged fruit/vegetables
19558,nut snack
19559,whole milk
19560,butter milk
19561,liquor
19562,whipped/sour cream
19563,coffee
19564,pastry
19565,herbs
19566,rum
19567,coffee
19568,tropical fruit
19569,whipped/sour cream
19570,specialty bar
19571,whole milk
19572,waffles
19573,whole milk
19574,white wine
19575,soft cheese
19576,whole milk
19577,bottled water
19578,other vegetables
19579,candles
19580,seasonal products
19581,ice cream
19582,long life bakery product
19583,tropical fruit
19584,whole milk
19585,waffles
19586,soda
19587,other vegetables
19588,cake bar
19589,coffee
19590,domestic eggs
19591,rolls/buns
19592,dessert
19593,whole milk
19594,berries
19595,pastry
19596,rolls/buns
19597,yogurt
19598,butter
19599,canned fish
19600,margarine
19601,specialty cheese
19602,red/blush wine
19603,red/blush wine
19604,skin care
19605,fruit/vegetable juice
19606,soda
19607,frozen vegetables
19608,butter
19609,rolls/buns
19610,citrus fruit
19611,soda
19612,frozen dessert
19613,frozen vegetables
19614,brown bread
19615,butter milk
19616,yogurt
19617,liquor
19618,whipped/sour cream
19619,cleaner
19620,frozen vegetables
19621,bottled water
19622,butter milk
19623,yogurt
19624,mayonnaise
19625,whole milk
19626,liquor (appetizer)
19627,herbs
19628,condensed milk
19629,dessert
19630,misc. beverages
19631,canned beer
19632,pet care
19633,frozen vegetables
19634,frozen fish
19635,whole milk
19636,whipped/sour cream
19637,nuts/prunes
19638,cream cheese 
19639,root vegetables
19640,newspapers
19641,root vegetables
19642,hamburger meat
19643,tropical fruit
19644,soda
19645,whole milk
19646,citrus fruit
19647,whole milk
19648,whole milk
19649,chocolate
19650,shopping bags
19651,frozen vegetables
19652,spread cheese
19653,whole milk
19654,mayonnaise
19655,rolls/buns
19656,canned beer
19657,waffles
19658,frozen vegetables
19659,shopping bags
19660,newspapers
19661,sliced cheese
19662,yogurt
19663,pastry
19664,coffee
19665,coffee
19666,whole milk
19667,whole milk
19668,brown bread
19669,whipped/sour cream
19670,bottled beer
19671,red/blush wine
19672,onions
19673,yogurt
19674,pork
19675,other vegetables
19676,frozen potato products
19677,salty snack
19678,bottled beer
19679,bottled water
19680,frozen dessert
19681,onions
19682,sauces
19683,hygiene articles
19684,sliced cheese
19685,whole milk
19686,UHT-milk
19687,tropical fruit
19688,pip fruit
19689,whipped/sour cream
19690,curd
19691,dessert
19692,processed cheese
19693,shopping bags
19694,soda
19695,pastry
19696,salty snack
19697,pip fruit
19698,cleaner
19699,margarine
19700,yogurt
19701,frozen vegetables
19702,condensed milk
19703,root vegetables
19704,pastry
19705,semi-finished bread
19706,hygiene articles
19707,butter
19708,mayonnaise
19709,citrus fruit
19710,fruit/vegetable juice
19711,domestic eggs
19712,white wine
19713,cream cheese 
19714,salty snack
19715,frozen fish
19716,butter milk
19717,whole milk
19718,soda
19719,dishes
19720,coffee
19721,whole milk
19722,whole milk
19723,rolls/buns
19724,rolls/buns
19725,long life bakery product
19726,salty snack
19727,root vegetables
19728,brown bread
19729,bottled water
19730,yogurt
19731,citrus fruit
19732,ice cream
19733,rolls/buns
19734,whole milk
19735,other vegetables
19736,tropical fruit
19737,bottled water
19738,berries
19739,pastry
19740,whipped/sour cream
19741,other vegetables
19742,pickled vegetables
19743,rolls/buns
19744,chewing gum
19745,brown bread
19746,pastry
19747,other vegetables
19748,butter milk
19749,pip fruit
19750,whole milk
19751,butter
19752,yogurt
19753,tropical fruit
19754,newspapers
19755,red/blush wine
19756,cooking chocolate
19757,yogurt
19758,other vegetables
19759,domestic eggs
19760,bottled water
19761,ice cream
19762,other vegetables
19763,pastry
19764,pet care
19765,bottled beer
19766,curd
19767,yogurt
19768,other vegetables
19769,other vegetables
19770,napkins
19771,dessert
19772,yogurt
19773,pastry
19774,semi-finished bread
19775,whole milk
19776,popcorn
19777,soda
19778,root vegetables
19779,whipped/sour cream
19780,whole milk
19781,pip fruit
19782,yogurt
19783,domestic eggs
19784,pastry
19785,citrus fruit
19786,yogurt
19787,frozen fish
19788,baking powder
19789,mayonnaise
19790,spread cheese
19791,mustard
19792,other vegetables
19793,mustard
19794,red/blush wine
19795,coffee
19796,instant coffee
19797,hard cheese
19798,citrus fruit
19799,specialty bar
19800,dessert
19801,seasonal products
19802,butter milk
19803,UHT-milk
19804,cream cheese 
19805,napkins
19806,dessert
19807,pastry
19808,white bread
19809,hard cheese
19810,whole milk
19811,frozen vegetables
19812,root vegetables
19813,margarine
19814,citrus fruit
19815,tropical fruit
19816,red/blush wine
19817,onions
19818,specialty chocolate
19819,tropical fruit
19820,rolls/buns
19821,soda
19822,prosecco
19823,chocolate
19824,pastry
19825,bottled beer
19826,bottled beer
19827,canned vegetables
19828,yogurt
19829,bottled water
19830,rolls/buns
19831,soda
19832,specialty bar
19833,onions
19834,candy
19835,whole milk
19836,pip fruit
19837,butter
19838,whole milk
19839,beef
19840,cream cheese 
19841,oil
19842,rolls/buns
19843,candy
19844,fruit/vegetable juice
19845,whole milk
19846,tropical fruit
19847,yogurt
19848,bottled beer
19849,newspapers
19850,canned beer
19851,whole milk
19852,photo/film
19853,root vegetables
19854,margarine
19855,whole milk
19856,tropical fruit
19857,other vegetables
19858,liquor (appetizer)
19859,yogurt
19860,newspapers
19861,rolls/buns
19862,tropical fruit
19863,rolls/buns
19864,photo/film
19865,other vegetables
19866,hamburger meat
19867,dishes
19868,canned beer
19869,whole milk
19870,mayonnaise
19871,whole milk
19872,pip fruit
19873,citrus fruit
19874,UHT-milk
19875,pet care
19876,pickled vegetables
19877,pip fruit
19878,whole milk
19879,shopping bags
19880,pork
19881,turkey
19882,whole milk
19883,turkey
19884,curd
19885,cream cheese 
19886,frozen fish
19887,other vegetables
19888,yogurt
19889,yogurt
19890,root vegetables
19891,whole milk
19892,rolls/buns
19893,whole milk
19894,yogurt
19895,long life bakery product
19896,tropical fruit
19897,curd
19898,flour
19899,curd
19900,other vegetables
19901,semi-finished bread
19902,butter
19903,coffee
19904,onions
19905,rolls/buns
19906,curd
19907,herbs
19908,other vegetables
19909,frozen meals
19910,oil
19911,frozen vegetables
19912,herbs
19913,yogurt
19914,rolls/buns
19915,bottled beer
19916,cream
19917,yogurt
19918,citrus fruit
19919,yogurt
19920,whole milk
19921,other vegetables
19922,coffee
19923,tropical fruit
19924,sliced cheese
19925,rolls/buns
19926,rolls/buns
19927,frozen dessert
19928,pork
19929,fruit/vegetable juice
19930,spices
19931,other vegetables
19932,whole milk
19933,seasonal products
19934,domestic eggs
19935,margarine
19936,citrus fruit
19937,UHT-milk
19938,curd
19939,onions
19940,margarine
19941,whipped/sour cream
19942,soda
19943,citrus fruit
19944,soda
19945,butter
19946,soda
19947,napkins
19948,other vegetables
19949,root vegetables
19950,onions
19951,white wine
19952,onions
19953,brown bread
19954,rolls/buns
19955,instant coffee
19956,pot plants
19957,yogurt
19958,whole milk
19959,butter
19960,root vegetables
19961,newspapers
19962,tropical fruit
19963,bottled beer
19964,UHT-milk
19965,shopping bags
19966,whole milk
19967,soups
19968,bottled water
19969,root vegetables
19970,pip fruit
19971,whipped/sour cream
19972,shopping bags
19973,other vegetables
19974,onions
19975,cleaner
19976,whole milk
19977,coffee
19978,coffee
19979,whole milk
19980,whole milk
19981,other vegetables
19982,rolls/buns
19983,whole milk
19984,other vegetables
19985,pip fruit
19986,coffee
19987,whole milk
19988,pork
19989,canned beer
19990,hard cheese
19991,whole milk
19992,whole milk
19993,pastry
19994,root vegetables
19995,whole milk
19996,waffles
19997,frozen vegetables
19998,long life bakery product
19999,whole milk
20000,beef
20001,root vegetables
20002,pastry
20003,butter
20004,soda
20005,UHT-milk
20006,whole milk
20007,chocolate
20008,pudding powder
20009,UHT-milk
20010,shopping bags
20011,root vegetables
20012,whole milk
20013,rolls/buns
20014,rolls/buns
20015,specialty bar
20016,butter
20017,frozen vegetables
20018,other vegetables
20019,root vegetables
20020,margarine
20021,specialty chocolate
20022,newspapers
20023,salty snack
20024,pastry
20025,other vegetables
20026,frozen vegetables
20027,soft cheese
20028,bottled water
20029,ham
20030,jam
20031,other vegetables
20032,newspapers
20033,pastry
20034,butter
20035,oil
20036,root vegetables
20037,whipped/sour cream
20038,pork
20039,yogurt
20040,pork
20041,whipped/sour cream
20042,processed cheese
20043,other vegetables
20044,whole milk
20045,onions
20046,long life bakery product
20047,berries
20048,dessert
20049,frozen meals
20050,butter
20051,frozen vegetables
20052,rolls/buns
20053,hard cheese
20054,pork
20055,soda
20056,root vegetables
20057,whole milk
20058,onions
20059,frozen vegetables
20060,liquor
20061,pork
20062,specialty chocolate
20063,butter
20064,sugar
20065,oil
20066,whole milk
20067,citrus fruit
20068,whipped/sour cream
20069,other vegetables
20070,sliced cheese
20071,sugar
20072,other vegetables
20073,yogurt
20074,liver loaf
20075,onions
20076,butter
20077,cake bar
20078,other vegetables
20079,other vegetables
20080,liquor
20081,specialty fat
20082,other vegetables
20083,hamburger meat
20084,whole milk
20085,other vegetables
20086,yogurt
20087,other vegetables
20088,root vegetables
20089,yogurt
20090,bottled beer
20091,canned fish
20092,specialty chocolate
20093,fruit/vegetable juice
20094,specialty bar
20095,turkey
20096,pork
20097,soda
20098,soda
20099,pastry
20100,liquor
20101,fruit/vegetable juice
20102,root vegetables
20103,mayonnaise
20104,coffee
20105,berries
20106,soda
