index_id,product_id,ticket_id,paid_by,item,rating,food_rating,service_rating,price
18170,2856455,6776229,U1051,Cilantro-Lime Rice,2,2,2,14
18171,2856455,7885433,U1095,Fried Rice,1,1,1,8
18172,2856455,7885433,U1095,Cotija and Corn Tacos with Lime and Mango,1,1,1,8
18173,2856455,7885433,U1083,Miso-Glazed Sea Bass,1,1,1,8
18174,2856455,7885433,U1083,Chinese Chicken Salad,1,1,1,8
18175,2856455,7885433,U1095,Miso-Glazed Sea Bass,1,1,1,8
18176,2856455,7885433,U1083,Miso Soup,1,1,1,8
18177,2856455,7885433,U1048,Lemon Asparagus,1,1,1,8
18178,2856455,7885433,U1095,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,2,2,2,9
18179,2856455,7885433,U1083,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,2,9
18180,2856455,7885433,U1095,How To Make Panzanella (Italian Bread Salad),2,2,2,9
18181,2856455,7885433,U1048,Mexican Bean Pizza,2,2,2,39
18182,2856455,7885433,U1083,Pesto Tofu Pasta,2,2,2,39
18183,2856455,285020,U1083,Pizza Dough,1,1,1,8
18184,2856455,285020,U1095,Mexican Style Jalapeno Burger,1,1,1,8
18185,2856455,285020,U1095,Miso-Glazed Sea Bass,1,1,1,8
18186,2856455,285020,U1048,Pot Stickers,1,1,1,8
18187,2856455,3364769,U1024,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,6
18188,2856455,3364769,U1106,How To Make Panzanella (Italian Bread Salad),1,1,1,5
18189,2856455,3364769,U1132,Lemon Asparagus,1,1,1,5
18190,2856455,3364769,U1106,Pizza Dough,2,2,2,7
18191,2856455,3364769,U1106,Roasted-Garlic Mashed Potatoes,2,2,2,7
18192,2856455,3364769,U1108,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,8
18193,2856455,3364769,U1081,Cilantro-Lime Rice,0,1,1,8
18194,2856455,1179037,U1029,Pizza Dough,2,2,2,6
18195,2856455,1179037,U1029,Roasted Vegetables,2,2,2,6
18196,2856455,1179037,U1114,Pasta Calamari Capri,2,2,2,6
18197,2856455,1179037,U1106,Layered Chicken and Black Bean Enchilada Casserole,1,2,2,3
18198,2856455,2928967,U1084,Mexican Beef and Cheese Wontons with Salsa,1,0,1,10
18199,2856455,2928967,U1034,Negimaki,1,0,1,10
18200,2856455,2928967,U1034,Slow-Cooker Cheesy Italian Tortellini,1,0,1,10
18201,2856455,2928967,U1084,Sushi Deviled Eggs | Elegant Appetizers,1,0,1,10
18202,2856455,2928967,U1034,Sushi Deviled Eggs | Elegant Appetizers,1,0,1,10
18203,2856455,2928967,U1084,Fettuccine Carbonara,1,0,1,10
18204,2856455,2928967,U1084,Pasta Calamari Capri,1,0,1,10
18205,2856455,2928967,U1084,Dave's BBQ Sauce,1,0,1,10
18206,2856455,2928967,U1095,Bramblewood Blackberry Pie,2,2,2,39
18207,2856455,9002057,U1083,Yaki Udon With Beef,1,1,1,8
18208,2856455,9002057,U1084,Pesto Tofu Pasta,1,1,1,8
18209,2856455,9002057,U1084,Lemon Asparagus,1,1,1,8
18210,2856455,9002057,U1095,Cilantro-Lime Rice,2,2,2,9
18211,2856455,9002057,U1084,Lemon Asparagus,2,2,2,9
18212,2856455,9002057,U1084,Roasted-Garlic Mashed Potatoes,2,2,2,9
18213,2856455,9347578,U1092,Lobster and Crab Enchiladas,2,2,1,2
18214,2856455,9347578,U1137,Fried Rice,2,2,1,2
18215,2856455,9347578,U1092,The Munroe Melt,2,2,1,2
18216,2856455,9347578,U1003,Spicy Italian White Bean and Sausage Soup,2,1,1,13
18217,2856455,9347578,U1083,Wok-Fried Long Life Noodles with New Year Vegetables,2,1,1,13
18218,2856455,9347578,U1114,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,1,1,13
18219,2856455,9347578,U1034,Pasta Calamari Capri,1,1,1,8
18220,2856455,9347578,U1095,Pasta Calamari Capri,1,1,1,8
18221,2856455,9347578,U1083,Miso Soup,2,2,2,9
18222,2856455,6381326,U1014,Easy Chinese Soy Sauce Chicken,1,2,0,4
18223,2856455,6381326,U1014,Cotija and Corn Tacos with Lime and Mango,1,2,0,4
18224,2856455,6381326,U1135,Pot Stickers,1,2,0,4
18225,2856455,6381326,U1085,Cotija and Corn Tacos with Lime and Mango,1,1,1,5
18226,2856455,6381326,U1125,Lemon Asparagus,1,1,1,5
18227,2856455,6381326,U1053,Roasted Vegetables,1,1,1,5
18228,2856455,6381326,U1005,How To Make Panzanella (Italian Bread Salad),1,1,1,5
18229,2856455,6381326,U1099,Fried Rice,1,1,1,11
18230,2856455,6381326,U1085,Wok-Fried Long Life Noodles with New Year Vegetables,1,1,1,11
18231,2856455,6381326,U1099,Fried Rice,1,1,1,11
18232,2856455,6381326,U1024,Roasted-Garlic Mashed Potatoes,2,1,2,14
18233,2856455,6381326,U1085,Sweet and Spicy Chinese Takeout Chicken,2,1,2,14
18234,2856455,6381326,U1064,Spicy Italian White Bean and Sausage Soup,0,1,1,14
18235,2856455,6381326,U1135,"Prosciutto, Tomato, and Olive Spaghetti",1,2,1,11
18236,2856455,4907337,U1032,Cowboy Nachos,0,0,0,3
18237,2856455,4907337,U1032,Cilantro-Lime Rice,0,0,0,3
18238,2856455,4907337,U1095,Udon-Beef Noodle Bowl,0,0,0,3
18239,2856455,4907337,U1032,Lemon Asparagus,0,0,0,3
18240,2856455,4907337,U1032,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,4
18241,2856455,4907337,U1128,Lemon Asparagus,0,0,0,12
18242,2856455,4907337,U1032,Slow-Cooker Cheesy Italian Tortellini,0,0,0,12
18243,2856455,4907337,U1062,Mexican-style Lasagna,0,0,0,12
18244,2856455,4907337,U1128,Cotija and Corn Tacos with Lime and Mango,0,0,0,12
18245,1210442,4907337,U1085,Sherry's Wild West Soup,0,0,0,4
18246,1210442,4907337,U1085,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,4
18247,2856455,2367276,U1065,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,5
18248,2856455,2367276,U1039,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,5
18249,2856455,2367276,U1026,Lobster and Crab Enchiladas,2,2,2,5
18250,2856455,2367276,U1026,Lobster and Crab Enchiladas,2,2,2,5
18251,2856455,2367276,U1065,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,5
18252,2856455,2367276,U1026,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,5
18253,2856455,2367276,U1026,Baked Italian Chicken Breasts,2,2,2,5
18254,2856455,2367276,U1039,Lemon Focaccia,2,2,2,5
18255,2856455,2367276,U1039,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,5
18256,2856455,2367276,U1026,Cilantro-Lime Rice,0,2,0,8
18257,2856455,2367276,U1039,Lemon Focaccia,0,2,0,8
18258,2856455,2367276,U1039,Pizza Dough,0,2,0,8
18259,2856455,2367276,U1065,Layered Chicken and Black Bean Enchilada Casserole,0,2,0,8
18260,2856455,2367276,U1026,Pesto Tofu Pasta,0,2,0,8
18261,2856455,5013021,U1051,Mexican Beef and Cheese Wontons with Salsa,2,2,2,14
18262,2856455,5013021,U1020,Slow-Cooker Cheesy Italian Tortellini,2,2,2,14
18263,2856455,5013021,U1051,Mexican Bean Pizza,2,2,2,14
18264,2856455,5013021,U1030,Pasta Calamari Capri,2,2,2,14
18265,2856455,5013021,U1051,Cotija and Corn Tacos with Lime and Mango,2,2,2,14
18266,2856455,5013021,U1020,Sherry's Wild West Soup,2,2,2,14
18267,2856455,5013021,U1030,Cotija and Corn Tacos with Lime and Mango,2,2,2,14
18268,2856455,5013021,U1030,Cotija and Corn Tacos with Lime and Mango,2,2,2,14
18269,2856455,7174981,U1084,The Munroe Melt,1,1,1,8
18270,2856455,7174981,U1084,Negimaki,1,1,1,8
18271,2856455,7174981,U1083,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",1,1,1,8
18272,2856455,7174981,U1013,Yaki Udon With Beef,2,2,2,9
18273,2856455,7174981,U1084,Grilled Salmon and Spinach Salad with Peach Dressing,2,2,2,39
18274,1210442,7174981,U1084,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,10
18275,1210442,7174981,U1084,Mexican Beef and Cheese Wontons with Salsa,1,1,1,10
18276,1210442,7174981,U1084,Wok-Fried Long Life Noodles with New Year Vegetables,1,1,1,10
18277,1210442,7174981,U1084,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,2,11
18278,1210442,7174981,U1013,Pizza Dough,2,2,2,19
18279,3878729,7174981,U1083,Sherry's Wild West Soup,1,1,1,13
18280,3878729,7174981,U1084,Chinese Chicken Salad,1,1,1,13
18281,3878729,7174981,U1083,Cotija and Corn Tacos with Lime and Mango,1,1,1,13
18282,3878729,7174981,U1083,Fried Rice,2,2,2,12
18283,2856455,185701,U1055,Mexican-style Lasagna,2,2,2,6
18284,2856455,185701,U1134,Sweet and Spicy Chinese Takeout Chicken,2,2,2,6
18285,2856455,185701,U1055,Mexican Bean Pizza,2,2,2,6
18286,2856455,185701,U1036,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,6
18287,2856455,185701,U1055,Mexican Beef and Cheese Wontons with Salsa,1,2,2,3
18288,2856455,185701,U1055,The Best Chinese Sesame Chicken,1,2,2,3
18289,2856455,185701,U1055,Cilantro-Lime Rice,1,2,2,3
18290,2856455,185701,U1036,Sweet and Spicy Chinese Takeout Chicken,2,2,2,11
18291,2856455,185701,U1055,Easy Chinese Soy Sauce Chicken,2,2,2,11
18292,2856455,185701,U1053,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,11
18293,2856455,185701,U1053,Chinese Chicken Salad,2,2,2,11
18294,2856455,185701,U1134,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,2,2,2,7
18295,2856455,185701,U1036,Sweet and Spicy Chinese Takeout Chicken,2,2,2,7
18296,2856455,6689115,U1053,Pesto Tofu Pasta,2,2,2,6
18297,2856455,6689115,U1055,Mexican Ham and Bean Soup,2,2,2,6
18298,2856455,6689115,U1022,Mexican-style Lasagna,2,2,2,6
18299,2856455,6689115,U1071,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,11
18300,2856455,6689115,U1018,Mexican Ham and Bean Soup,2,2,2,7
18301,2856455,6689115,U1116,How To Make Panzanella (Italian Bread Salad),2,2,2,7
18302,2856455,6689115,U1053,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,7
18303,2856455,6689115,U1007,Baked Italian Chicken Breasts,0,2,2,14
18304,2856455,6689115,U1071,"Prosciutto, Tomato, and Olive Spaghetti",0,2,2,14
18305,2856455,6689115,U1071,Mexican Style Jalapeno Burger,0,2,2,14
18306,2856455,6689115,U1132,Chinese Chicken Salad,0,2,2,14
18307,2856455,6689115,U1104,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,2,2,2,10
18308,2856455,8856512,U1067,Cilantro-Lime Rice,0,0,0,2
18309,2856455,8856512,U1123,Lobster and Crab Enchiladas,0,0,0,2
18310,2856455,8856512,U1028,Mexican Ham and Bean Soup,0,0,0,2
18311,2856455,8856512,U1103,Cotija and Corn Tacos with Lime and Mango,0,0,0,2
18312,2856455,8856512,U1068,Mexican-style Lasagna,0,0,0,2
18313,2856455,8856512,U1123,Mexican-style Lasagna,0,0,0,2
18314,2856455,8856512,U1067,Mexican Style Jalapeno Burger,1,2,1,2
18315,2856455,8856512,U1063,Mexican-style Lasagna,1,2,1,2
18316,2856455,8856512,U1063,Mexican-style Lasagna,1,2,1,2
18317,2856455,8856512,U1103,Mexican Bean Pizza,1,2,1,2
18318,2856455,8856512,U1103,Mexican Bean Pizza,1,2,1,2
18319,2856455,8856512,U1028,Mexican Bean Pizza,1,1,1,6
18320,2856455,8856512,U1103,Mexican Ham and Bean Soup,1,1,1,6
18321,2856455,8856512,U1123,Mexican-style Lasagna,0,0,0,4
18322,2856455,8856512,U1028,Mexican Bean Pizza,0,0,0,4
18323,2856455,9352914,U1007,Sesame Beef and Asian Vegetable Stir-Fry,2,2,2,6
18324,2856455,9352914,U1036,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,6
18325,2856455,9352914,U1104,Lobster and Crab Enchiladas,2,2,2,6
18326,2856455,9352914,U1132,Mexican-style Lasagna,2,2,2,6
18327,2856455,9352914,U1132,How To Make Panzanella (Italian Bread Salad),2,2,2,6
18328,2856455,8940389,U1109,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,3
18329,2856455,8940389,U1019,Sweet and Spicy Chinese Takeout Chicken,2,2,2,3
18330,2856455,8482773,U1089,Chinese Chicken Salad,2,2,1,6
18331,2856455,8482773,U1046,Mexican Ham and Bean Soup,2,2,1,6
18332,2856455,8482773,U1137,Sesame Beef and Asian Vegetable Stir-Fry,1,1,1,2
18333,2856455,8482773,U1114,Mexican Ham and Bean Soup,1,1,1,14
18334,2856455,8482773,U1114,The Munroe Melt,1,1,1,14
18335,2856455,8482773,U1089,Mexican Beef and Cheese Wontons with Salsa,2,2,2,11
18336,2856455,8482773,U1114,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,2,11
18337,2856455,8482773,U1114,Bramblewood Blackberry Pie,2,2,2,11
18338,2856455,4428409,U1071,Mexican Bean Pizza,2,2,2,3
18339,2856455,4428409,U1019,Easy Chinese Soy Sauce Chicken,2,2,2,3
18340,2856455,4428409,U1071,The Best Chinese Sesame Chicken,2,2,2,3
18341,2856455,4125077,U1123,Cilantro-Lime Rice,0,0,0,2
18342,2856455,4125077,U1123,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,2
18343,2856455,4125077,U1021,Mexican Beef and Cheese Wontons with Salsa,2,2,2,2
18344,2856455,4125077,U1123,Mexican Ham and Bean Soup,2,2,2,2
18345,2856455,4125077,U1123,Mexican Beef and Cheese Wontons with Salsa,2,2,2,2
18346,2856455,4125077,U1068,Mexican-style Lasagna,2,2,2,2
18347,2856455,4125077,U1060,Mexican Style Jalapeno Burger,1,2,1,2
18348,2856455,4125077,U1123,Mexican Bean Pizza,1,2,1,2
18349,2856455,6466407,U1066,Mexican Style Jalapeno Burger,1,1,1,4
18350,2856455,6466407,U1066,Yaki Udon With Beef,1,1,1,4
18351,2856455,6466407,U1040,Mexican Style Jalapeno Burger,1,1,1,4
18352,2856455,6466407,U1066,Mexican Bean Pizza,1,1,1,4
18353,2856455,6466407,U1093,Sherry's Wild West Soup,1,1,1,4
18354,2856455,6466407,U1066,Sushi Deviled Eggs | Elegant Appetizers,1,1,1,4
18355,2856455,6466407,U1040,Japanese Beef and Vegetable Hot Pot (Sukiyaki),1,1,1,4
18356,2856455,6466407,U1066,Mexican Bean Pizza,1,1,1,4
18357,2856455,6466407,U1093,Sherry's Wild West Soup,1,1,1,4
18358,2856455,6466407,U1110,Mexican Beef and Cheese Wontons with Salsa,1,1,1,4
18359,2856455,6466407,U1093,Lobster and Crab Enchiladas,2,2,1,6
18360,2856455,6466407,U1066,Mexican Ham and Bean Soup,2,2,1,6
18361,2856455,6466407,U1093,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,1,6
18362,2856455,6466407,U1040,Layered Chicken and Black Bean Enchilada Casserole,2,2,1,6
18363,2856455,6466407,U1066,Yaki Udon With Beef,2,2,1,6
18364,2856455,202855,U1093,Lobster and Crab Enchiladas,2,2,1,6
18365,2856455,202855,U1074,Negimaki,2,2,1,6
18366,2856455,621924,U1067,Cilantro-Lime Rice,0,0,0,6
18367,2856455,621924,U1082,Mexican Ham and Bean Soup,0,0,0,6
18368,2856455,621924,U1068,Lobster and Crab Enchiladas,0,0,0,6
18369,2856455,4915110,U1016,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,3
18370,2856455,4915110,U1071,Mexican Bean Pizza,2,2,2,3
18371,2856455,4915110,U1071,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,5
18372,2856455,4915110,U1019,Easy Chinese Soy Sauce Chicken,1,1,1,5
18373,2856455,2665346,U1095,Udon Noodles with Bay Scallops and Baby Bok Choy,1,1,1,8
18374,2856455,2665346,U1083,Roasted-Garlic Mashed Potatoes,1,1,1,8
18375,2856455,2665346,U1095,Roasted-Garlic Mashed Potatoes,1,1,1,8
18376,2856455,2665346,U1084,Sherry's Wild West Soup,1,1,1,8
18377,2856455,2290816,U1095,Japanese Beef and Vegetable Hot Pot (Sukiyaki),0,0,0,3
18378,2856455,2290816,U1099,Cilantro-Lime Rice,0,0,0,3
18379,2856455,2290816,U1095,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,3
18380,2856455,2290816,U1062,Roasted Vegetables,2,2,2,4
18381,2856455,2290816,U1062,Negimaki,2,2,2,4
18382,2856455,2290816,U1095,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,4
18383,2856455,2290816,U1099,Blackberry Limeade,0,0,0,12
18384,2856455,2290816,U1095,Miso Soup,0,0,0,12
18385,2856455,8806915,U1035,Cotija and Corn Tacos with Lime and Mango,2,1,2,5
18386,2856455,8806915,U1072,Lobster and Crab Enchiladas,2,1,2,5
18387,2856455,8806915,U1035,Mexican Beef and Cheese Wontons with Salsa,2,1,2,5
18388,2856455,8806915,U1117,Grilled Teriyaki-Glazed Salmon,2,1,2,5
18389,2856455,8806915,U1035,Bramblewood Blackberry Pie,2,1,2,5
18390,2856455,8806915,U1072,Bramblewood Blackberry Pie,2,1,2,5
18391,2856455,8806915,U1117,Cotija and Corn Tacos with Lime and Mango,2,1,2,5
18392,2856455,8806915,U1117,Layered Chicken and Black Bean Enchilada Casserole,2,1,2,5
18393,2856455,8806915,U1035,Yaki Udon With Beef,2,1,2,5
18394,2856455,8806915,U1072,Mexican Ham and Bean Soup,1,1,1,11
18395,2856455,8806915,U1072,Grilled Teriyaki-Glazed Salmon,1,1,1,11
18396,2856455,8806915,U1035,Mexican Ham and Bean Soup,1,1,1,11
18397,2856455,8313280,U1095,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",1,0,1,10
18398,2856455,8313280,U1095,Lemon Asparagus,1,0,1,10
18399,2856455,8313280,U1034,Mexican Beef and Cheese Wontons with Salsa,1,0,1,10
18400,2856455,8313280,U1095,Miso-Glazed Sea Bass,1,0,1,10
18401,2856455,8313280,U1095,The Munroe Melt,1,0,1,10
18402,2856455,8313280,U1084,Mexican-style Lasagna,1,0,1,10
18403,2856455,8313280,U1084,Mexican-style Lasagna,1,0,1,10
18404,2856455,8313280,U1095,Miso Soup,1,0,1,10
18405,2856455,8313280,U1084,Baked Italian Chicken Breasts,2,2,2,39
18406,1210442,8313280,U1095,Lobster and Crab Enchiladas,1,0,1,13
18407,1210442,8313280,U1084,Pesto Tofu Pasta,1,0,1,13
18408,1210442,8313280,U1084,Lobster and Crab Enchiladas,1,0,1,13
18409,2856455,3946098,U1123,Cilantro-Lime Rice,0,0,2,6
18410,2856455,3946098,U1123,Mexican-style Lasagna,2,2,1,3
18411,2856455,3946098,U1082,Cilantro-Lime Rice,2,2,1,3
18412,2856455,3946098,U1123,Mexican Style Jalapeno Burger,1,2,0,6
18413,2856455,3946098,U1103,Mexican Bean Pizza,1,2,0,6
18414,2856455,3946098,U1070,Cilantro-Lime Rice,1,2,0,6
18415,2856455,3946098,U1103,Mexican-style Lasagna,1,1,1,6
18416,2856455,3946098,U1070,Mexican Bean Pizza,1,1,1,6
18417,2856455,3946098,U1123,Mexican Beef and Cheese Wontons with Salsa,1,1,1,6
18418,2856455,3946098,U1070,Mexican Ham and Bean Soup,0,0,0,5
18419,2856455,3946098,U1082,Mexican-style Lasagna,0,0,0,5
18420,2856455,3946098,U1103,Cilantro-Lime Rice,1,0,2,2
18421,2856455,3946098,U1082,Mexican Style Jalapeno Burger,1,0,2,2
18422,2856455,3946098,U1103,Mexican Ham and Bean Soup,2,2,2,12
18423,2856455,8741099,U1068,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,2
18424,2856455,8741099,U1082,Mexican Beef and Cheese Wontons with Salsa,0,0,0,2
18425,2856455,8741099,U1082,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,6
18426,2856455,8741099,U1050,Cilantro-Lime Rice,0,0,0,6
18427,2856455,8741099,U1028,Mexican-style Lasagna,1,1,1,6
18428,2856455,8741099,U1068,Mexican Beef and Cheese Wontons with Salsa,0,0,0,4
18429,2856455,8741099,U1050,Cilantro-Lime Rice,1,1,1,6
18430,2856455,8741099,U1028,Cilantro-Lime Rice,1,1,1,6
18431,2856455,8741099,U1103,Mexican Ham and Bean Soup,1,1,1,6
18432,2856455,8741099,U1067,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,6
18433,2856455,8741099,U1082,Mexican-style Lasagna,2,2,2,12
18434,2856455,8741099,U1050,Lobster and Crab Enchiladas,2,2,2,12
18435,2856455,8741099,U1082,Mexican Bean Pizza,1,1,2,14
18436,2856455,8741099,U1082,Mexican Style Jalapeno Burger,1,1,2,14
18437,2856455,2189143,U1082,Sherry's Wild West Soup,0,0,0,2
18438,2856455,2189143,U1028,Lobster and Crab Enchiladas,0,0,0,3
18439,2856455,2189143,U1082,Sherry's Wild West Soup,0,0,0,3
18440,2856455,2189143,U1082,Cilantro-Lime Rice,0,0,0,3
18441,2856455,2189143,U1068,Mexican Beef and Cheese Wontons with Salsa,0,0,0,6
18442,2856455,2189143,U1028,Lobster and Crab Enchiladas,1,1,1,6
18443,2856455,2189143,U1031,Mexican Bean Pizza,0,0,0,2
18444,2856455,3556199,U1040,Udon Noodles with Bay Scallops and Baby Bok Choy,1,1,1,4
18445,2856455,3556199,U1093,Japanese Beef and Vegetable Hot Pot (Sukiyaki),1,1,1,4
18446,2856455,3556199,U1040,Lemongrass Beef and Onions over Rice Vermicelli (Bun Bo),1,1,1,4
18447,2856455,3556199,U1040,Negimaki,1,1,1,4
18448,2856455,3556199,U1093,Mexican-style Lasagna,1,1,1,4
18449,2856455,3556199,U1093,Mexican Bean Pizza,1,1,1,4
18450,2856455,3556199,U1093,Mexican Beef and Cheese Wontons with Salsa,2,2,1,6
18451,2856455,7257369,U1081,Pot Stickers,2,2,2,6
18452,2856455,7257369,U1132,Sushi Deviled Eggs | Elegant Appetizers,1,1,1,5
18453,2856455,7257369,U1132,Blackberry Limeade,2,2,2,7
18454,2856455,7257369,U1055,The Best Chinese Sesame Chicken,2,2,2,8
18455,2856455,7257369,U1089,Easy Chinese Soy Sauce Chicken,2,2,2,8
18456,2856455,7257369,U1109,Blackberry Limeade,2,2,2,8
18457,2856455,7257369,U1135,Roasted Vegetables,0,1,1,8
18458,2856455,7257369,U1024,Mexican Ham and Bean Soup,2,2,2,13
18459,2856455,7257369,U1109,Japanese Beef and Vegetable Hot Pot (Sukiyaki),2,2,2,13
18460,2856455,999876,U1074,Negimaki,2,2,1,6
18461,2856455,999876,U1093,Grilled Teriyaki-Glazed Salmon,2,2,1,6
18462,2856455,3187826,U1023,Mexican Beef and Cheese Wontons with Salsa,2,2,2,2
18463,2856455,3187826,U1080,Mexican Beef and Cheese Wontons with Salsa,2,2,2,2
18464,2856455,4857356,U1055,Cotija and Corn Tacos with Lime and Mango,2,2,2,6
18465,2856455,4857356,U1053,Cilantro-Lime Rice,2,2,2,6
18466,2856455,4857356,U1018,The Best Chinese Sesame Chicken,2,2,2,6
18467,2856455,4857356,U1055,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,2,2,2,6
18468,2856455,4857356,U1116,Easy Chinese Soy Sauce Chicken,2,2,2,6
18469,2856455,4857356,U1018,Pot Stickers,2,2,2,6
18470,2856455,4857356,U1055,Sesame Beef and Asian Vegetable Stir-Fry,2,2,2,6
18471,2856455,4857356,U1018,Cilantro-Lime Rice,2,2,2,6
18472,2856455,2641246,U1056,Fried Rice,1,0,1,2
18473,2856455,2641246,U1056,The Best Chinese Sesame Chicken,1,0,1,2
18474,2856455,2641246,U1116,The Best Chinese Sesame Chicken,1,0,1,2
18475,2856455,2641246,U1081,Mexican Beef and Cheese Wontons with Salsa,1,0,1,2
18476,2856455,2641246,U1116,Mexican Bean Pizza,1,0,1,2
18477,2856455,2641246,U1081,Mexican Style Jalapeno Burger,2,2,2,6
18478,2856455,2641246,U1081,Cilantro-Lime Rice,2,2,2,6
18479,2856455,2641246,U1116,Mexican-style Lasagna,2,2,2,6
18480,2856455,2641246,U1076,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,12
18481,2856455,2119080,U1037,Mexican Ham and Bean Soup,0,0,0,14
18482,2856455,2119080,U1052,Mexican Style Jalapeno Burger,0,0,0,14
18483,2856455,2119080,U1008,Cilantro-Lime Rice,0,0,0,14
18484,2856455,2119080,U1037,Lobster and Crab Enchiladas,0,0,0,14
18485,2856455,2119080,U1111,Mexican Bean Pizza,0,0,0,14
18486,2856455,2119080,U1008,Roasted-Garlic Mashed Potatoes,0,0,0,14
18487,2856455,2119080,U1037,Mexican Beef and Cheese Wontons with Salsa,0,0,0,14
18488,2856455,6280842,U1081,Japanese Beef and Vegetable Hot Pot (Sukiyaki),2,2,2,6
18489,2856455,6280842,U1024,Fried Rice,1,1,1,5
18490,2856455,6280842,U1132,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,7
18491,2856455,6280842,U1132,Sesame Beef and Asian Vegetable Stir-Fry,2,2,2,8
18492,2856455,6280842,U1081,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,8
18493,2856455,6280842,U1132,Mexican Beef and Cheese Wontons with Salsa,2,2,2,8
18494,2856455,6280842,U1109,Udon-Beef Noodle Bowl,0,1,1,8
18495,2856455,6280842,U1132,Sesame Beef and Asian Vegetable Stir-Fry,2,2,2,13
18496,2856455,6280842,U1055,Blackberry Limeade,2,2,2,13
18497,2856455,6280842,U1004,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,13
18498,1210442,6280842,U1004,Grilled Teriyaki-Glazed Salmon,2,2,2,6
18499,1210442,6280842,U1089,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,4
18500,2856455,9268681,U1027,Pizza Dough,0,1,1,5
18501,2856455,9268681,U1013,Miso Soup,1,1,1,2
18502,2856455,9268681,U1027,Mexican Ham and Bean Soup,1,1,1,2
18503,2856455,9268681,U1091,Japanese Beef and Vegetable Hot Pot (Sukiyaki),1,1,1,2
18504,2856455,9268681,U1089,How To Make Panzanella (Italian Bread Salad),1,1,1,14
18505,2856455,9268681,U1013,Roasted-Garlic Mashed Potatoes,1,1,1,14
18506,2856455,9268681,U1027,Wok-Fried Long Life Noodles with New Year Vegetables,1,1,1,14
18507,2856455,9268681,U1013,Mexican-style Lasagna,1,1,1,11
18508,2856455,9268681,U1013,Fried Rice,1,1,1,11
18509,2856455,8636760,U1020,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,14
18510,2856455,8636760,U1020,Pizza Dough,2,2,2,14
18511,2856455,8636760,U1020,Mexican Ham and Bean Soup,2,2,2,14
18512,2856455,8636760,U1030,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,14
18513,2856455,8636760,U1030,Cotija and Corn Tacos with Lime and Mango,2,2,2,14
18514,2856455,8636760,U1051,Pasta Calamari Capri,2,2,2,14
18515,2856455,8636760,U1020,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,14
18516,2856455,8636760,U1051,Pasta Calamari Capri,2,2,2,14
18517,2856455,8636760,U1051,Pesto Tofu Pasta,2,2,2,14
18518,1210442,8636760,U1051,Pesto Tofu Pasta,2,2,2,11
